Configuration Item,CI_TagName,CI_TagUserName,CI_TagDescription,CI_ValueSizeBytes,CI_ValueOptions,CI_ValueOptions,CI_InternalNotes,CI_UserVisibility,CI_ReadOnly,CI_Master_Default_Eugene,CI_Master_Default_Bologna,CI_Class2_Default,CI_Class3_Default,CI_Class4_Default,CI_Class5_Default,CI_Class6_Default,CI_Class8_Default,CI_Class9_Default,CI_Class10_Default,CI_Class11_Default,CI_Class12_Default,CI_Class13_Default,CI_AladdinMenuPathsAndCategories
RFPP,CI_RF_POINT_TO_POINT,Base Station point to point,Enables/Disables Base Station point to point,1,"[format=selection]
0x00=Point to multipoint
0x01=Point to point",,"Default behavior of the base station is point to multipoint. When enable, this item put the base station in strict point to point mode.",INTERNAL,false,0x00,0x00,,,,,,,,,,,,RF
SLPS,CI_POWER_DOWN_TIMEOUT,Powerdown Timeout (0-255 x 10min. ),Specifies the time to wait while idling before shutting off the scanner's power. 0 disables the timeout.,1,"[format=range]
min=00
max=0xFF
step=01
[PRG_ValueIncluded=false]",,"The scanner is in idling state and this timer is started whenever all the following conditions are met:
  Trigger is released
  Scanner is operating in Scanner Active or Limited Scanning mode
  Host command processing is not in progress
  Transmission to host is not in progress
  Beeper is off 
0 disables this feature so that the scanner power does not shut off.
NOTE:
This item will have default master different from all interface classes defaults.
Value is multiplied by 10 minute step.",PUBLIC_PRG,false,0x03,0x03,,,,,,,,,,,,POWER
STPT,CI_STAR_RADIO_PROTOCOL_TIMEOUT,Radio Protocol Timeout,Specifies how much time the Gun (Handheld)can wait before signalling a transmission failure.,1,"[format=selection]
0x02=2 seconds
0x03=3 seconds
0x04=4 seconds
0x05=5 seconds
0x06=6 seconds
0x07=7 seconds
0x08=8 seconds
0x09=9 seconds
0x0A=10 seconds
0x0B=11 seconds
0x0C=12 seconds
0x0D=13 seconds
0x0E=14 seconds
0x0F=15 seconds
0x10=16 seconds
0x11=17 seconds
0x12=18 seconds
0x13=19 seconds
0x14=20 seconds
0x15=21 seconds
0x16=22 seconds
0x17=23 seconds
0x18=24 seconds
0x19=25 seconds
[PRG_ValueIncluded=false]",,Value is multiplied by 1 sec step.,PUBLIC_PRG,false,0x02,0x02,,,,,,,,,,,,STAR
SITF,CI_SECONDARY_INTERFACE_TYPE,Secondary Interface Value,Specifies the interface to mount when micro USB is attached,1,"[format=selection]
0x47=USB-COM
0x44=USB-HID-POS
0x35=USB-KBD",,When the micro USB is attached the interface mounted is the one specified in this configuration item,INTERNAL,false,0x47,0x47,,,,,,,,,,,,SECONDARY
ULPE,CI_ULTRA_LOW_POWER_ENABLE,Ultra-Low Power (ULP) Enable,Enables/Disables Ultra Low Power (ULP),1,"[format=selection]
0x00=Disable
0x01=Enable
0x02=Disable with indication
0x03=Enable with indication",,,INTERNAL,false,0x01,0x01,,,,,,,,,,,,ULTRA
RFHR,CI_ENABLE_HW_RESET,Enable hardware Reset,"When Enable, the scanner execure an hardware reset after 20Seconds Trigger press.",1,"[format=selection]
0x00=Disable
0x01=Enable",,This feature is available in Pegasus Mobile due to its hardware and it is requested by Colruyt.,INTERNAL,false,0x00,0x00,,,,,,,,,,,,ENABLE
IFST,CI_ENABLE_EXTENDED_STATISTICS,Enable Extended statistics,"When Enable, the scanner report additional fields in information, Statistics and Helth hostcommands.",1,"[format=selection]
0x00=Disable
0x01=Enable",,,INTERNAL,false,0x01,0x01,,,,,,,,,,,,ENABLE
CRPB,CI_ENABLE_COLRUYT_POLL_BATT,Enable the capability replay at POLL_BATT,When Enable the base can recognize and replay to the POLL_BATT command.,1,"[format=selection]
0x00=Disable
0x01=Enable",,This feature is for colruyt.,INTERNAL,false,0x00,0x00,,,,,,,,,,,,ENABLE
CRCN,CI_COLRUYT_CHANNEL_NUMBER,used for idetify the line in the store.,This identify will be reported in the POLL_BATT replay.,2,[format=ascii],,,INTERNAL,false,0x3030,0x3030,,,,,,,,,,,,COLRUYT
RFUP,CI_HH_UNLINK_ON_CRADLE_POWEROFF,Unlink when power up,when enabled the base must unlink after a power cycle,1,"[format=selection]
0x00=Disable
0x01=Enable",,,INTERNAL,false,0x00,0x00,,,,,,,,,,,,HH
RFAP,CI_CONFIG_ALIGNEMENT_POLICY,Configuration alignement policy,Define whick configuration will be used when an Handheld is paired with a base. Configuration of the Base (default) configuration of the HH,1,"[format=selection]
0x00=Configuration of the base
0x01=Configuration of the Handheld",,,INTERNAL,false,0x00,0x00,,,,,,,,,,,,CONFIG
RFSF,CI_STATISTIC_FREQUENCY,Statistics frequency,Define how often the handheld send its statistics to the base. 00 = disable  (setting are in Minutes ),1,"[format=range]
min=0x00
max=0x64
step=01
[PRG_ValueIncluded=false]",,,INTERNAL,false,0x01,0x01,,,,,,,,,,,,STATISTIC
RFAG,CI_STATISTIC_AGING,Statistics aging,Defines how long the base keeps the statistics of an unresponsive handheld (set in 10 minutes),1,"[format=range]
min=0x01
max=0x64
step=01
[PRG_ValueIncluded=false]",,,INTERNAL,false,0x03,0x03,,,,,,,,,,,,STATISTIC
BWUL,CI_COLRUYT_BLINK_WHEN_UNLINK,"Enable Colruyt custom signaling after ""unlink"" command",,1,"[format=selection]
0x00=Disable
0x01=Enable",,,INTERNAL,false,0x00,0x00,,,,,,,,,,,,COLRUYT
CRUE,CI_COLRUYT_USB_DETACH_ENABLED,Scanner enabled when usb cable detached,Set this item in order to have the scanner Enabled when the usb-cable is dettached in self power condition.,1,"[format=selection]
00=Disabled
01=Enabled",,Request by Colruyt for emulating PM8500 behaviour.,INTERNAL,false,0x00,0x00,,,,,,,,,,,,COLRUYT
RF4E,CI_4_DIGIT_ADDRESS_ENABLED,Enable 4-digit address,Enable this item to emulate Px8000 4-digit address,1,"[format=selection]
00=Disabled
01=Enabled",,,INTERNAL,false,0x00,0x00,,,,,,,,,,,,4
RF4H,CI_4_DIGIT_ADDRESS_OF_HANDHELD,Handheld's 4-digit address,Handheld's 4-digit address,4,[format=ascii],,,INTERNAL,false,0xFFFFFFFF,0xFFFFFFFF,,,,,,,,,,,,4
RF4C,CI_4_DIGIT_ADDRESS_OF_CRADLE,Cradle's 4-digit address,Cradle's 4-digit address,4,[format=ascii],,,INTERNAL,false,0xFFFFFFFF,0xFFFFFFFF,,,,,,,,,,,,4
CNAD,CI_CRADLE_ADDRESS_STAMPING_DELIMITER,4-digit cradle address delimiter,Cradle's 4-digit address delimiter,1,[format=ascii],,,INTERNAL,false,0x00,0x00,,,,,,,,,,,,CRADLE
CNAS,CI_CRADLE_ADDRESS_STAMPING,Enable 4-digit cradle address stamping,Cradle's 4-digit address stamping,1,[format=ascii],,,INTERNAL,false,0x00,0x00,,,,,,,,,,,,CRADLE
SLTO,CI_SLEEP_TIMEOUT,Sleep Timeout ( 0-255 x 100msec. ),specifies how long after an activation the scanner returns to idle.,1,"[format=range]
min=00
max=0xFF
step=01
[PRG_ValueIncluded=false]",,The scanner remain in High power state for all this time. For Pegasus means AOK is not low power.,PUBLIC_PRG,false,0x0A,0x0A,,,,,,,,,,,,SLEEP
STCP,CI_STAR_COMPATIBILITY,System Speed,Allows to set the RF system speed.,1,"[format=selection]
0x01=Low Speed
0x03=High Speed",,"The lower the speed, the higher the radio range.
When the value of this item changes, the allowed values for the STFA config. item change as well. See the internal description of the STFA config. item for details.
High order number (@ in Aladdin Menu Path) to be always put after Radio Common items.",INTERNAL,false,0x03,0x03,,,,,,,,,,,,STAR
STFA,CI_STAR_RADIO_FREQUENCY_AGILITY,Frequency Agility,Specifies the way the Radio frequencies are used in an RF Star system,1,"[format=selection]
0x00=Disabled (fixed frequency channel)
0x80=Enabled
[ExtraOption=AllValuesAccepted]",,"Star 915 MHz version
	High Speed  STCP = 0x03 (default)
		Default channel   STFA = 0x00 – 910.00 Mhz
		Fixed channels :  12 channels - STFA :  0x01  to  0x0C
		Frequency Hopping :  STFA = 0x80
	Low Speed  STCP = 0x01
		Default channel   STFA = 0x00 – 910.00 Mhz
		Fixed channels :  25 channels - STFA :  0x01  to  0x19
		Frequency Hopping : STFA = 0x80
Star 433 MHz version
	High Speed  STCP = 0x03 (default)
		Default channel   STFA = 0x00 – 433.92 Mhz
		Fixed channels :  Only the default channel STFA 0x00
		Frequency Hopping :  Not supported (one channel only in band)
	Low Speed  STCP = 0x01
		Default channel   STFA = 0x00 – 433.92 Mhz
		Fixed channels :  5 channels -  STFA :  0x01  to  0x05
		Frequency Hopping : STFA = 0x80
No other settings are allowed.
High order number (@ in Aladdin Menu Path) to be always put after Radio Common items.",INTERNAL,false,0x00,0x00,,,,,,,,,,,,STAR
STTX,CI_STAR_TX_MODE,Transmission Mode,Specifies the transmission protocol for Star communications.,1,"[format=selection]
0x00=ACK from cradle
0x01=ACK when sent to host
0x02=ACK from host",,"A one way transaction ends when the base station receive data. A two way transaction ends when the base station sends an answer back to the gun. The answer can be a the message coming from the Host or an empty data frame generated automatically by the base station
High order number (@ in Aladdin Menu Path) to be always put after Radio Common items.",PUBLIC_PRG,false,0x00,0x00,,0x01,,,,,,,0x01,,,STAR
KBCO,CI_KEYBOARD_COUNTRY_MODE,Keyboard Country Mode,Specifies country/language supported by the keyboard interface and Handheld HID,1,"[format=selection]
0x00=United States
0x01=French International (Belgian French)
0x02=United Kingdom
0x03=Danish
0x04=French (France)
0x05=German
0x06=Italian
0x07=Norwegian
0x08=Portuguese Portugal
0x09=Spanish
0x0A=Swedish
0x0B=Swiss French
0x0C=Japanese ASCII
0x0D=Hungarian
0x0E=Czech
0x0F=Slovak
0x10=Romanian
0x11=Croatian
0x12=Polish 214
0x13=Canadian French Win7
0x14=Lithuanian
0x17=Vietnamese
0x18=Russian
0x19=Arabic 101
0x1A=Chinese ASCII
0x1B=Thai-Kedmanee
0x1C=Albanian
0x1D=Arabic 102
0x1E=Arabic 102 AZERTY
0x1F=Azeri Cyrillic
0x20=Azeri Latin
0x21=Belarusian
0x22=Bosnian Cyrillic
0x23=Bosnian Latin
0x24=Bulgarian Cyrillic
0x25=Bulgarian Latin
0x26=Canadian French (Legacy)
0x27=Canadian Multilingual
0x28=Chinese (Simplified)
0x29=Chinese (Traditional)
0x2A=Czech Programmers
0x2B=Czech QWERTY
0x2C=Dutch Netherland
0x2D=Estonian
0x2E=Faeroese
0x2F=Finnish
0x30=French (Canada) 2000/XP
0x31=French (Canada) 95/98
0x32=Galician
0x33=Greek
0x34=Greek Latin
0x35=Greek Polytonic
0x36=Greek220
0x37=Greek220 Latin
0x38=Greek319
0x39=Greek319 Latin
0x3A=Hebrew Israel
0x3B=Hungarian 101KEY
0x3C=Icelandic
0x3D=Irish
0x3E=Italian_142
0x3F=Japanese (Shift-JIS)
0x40=Kazakh
0x41=Korean (Hangul)
0x42=Korean ASCII
0x43=Kyrgyz Cyrillic
0x44=Latin America
0x45=Latvian
0x46=Latvian QWERTY
0x47=Lithuanian IBM
0x48=Macedonian FYROM
0x49=Maltese 47KEY
0x4A=Mongolian-Cyrillic
0x4B=Polish Programmer
0x4C=Portuguese Brazil
0x4D=Portuguese Brazilian ABNT
0x4E=Portuguese Brazilian ABNT2
0x4F=Romanian Legacy
0x50=Romanian Programmer
0x51=Romanian Standard
0x52=Russian Typewriter
0x53=Serbian Cyrillic
0x54=Serbian Latin
0x55=Slovak QWERTY
0x56=Slovenian
0x57=Spanish Variation
0x58=Swiss German
0x59=Tatar
0x5A=Turkish F
0x5B=Turkish Q
0x5C=Ukrainian
0x5D=US Dvorak
0x5E=US Dvorak Left Hand
0x5F=US Dvorak Right Hand
0x60=US English (Mac)
0x61=US English (North American)
0x62=US International
0x63=Uzbek Cyrillic
[ExtraOption=NotAvailableFor]
classes=2,3,4,5,8,9,10,11",,Used by the keyboard wedge and USB keyboard interfaces.,PUBLIC_QRG_PRG,false,0x00,0x00,,,,,,,,,,,,KEYBOARD
KBKP,CI_KEYBOARD_NUMERIC_KEYPAD,Keyboard Numeric Keypad,Controls if numeric characters will be sent using the standard keys or the numeric keypad.,1,"[format=selection]
0x00=Standard Keys
0x01=Numeric Keypad
[ExtraOption=NotAvailableFor]
classes=2,3,4,5,8,9,10,11",,Used by keyboard wedge and USB keyboard.,PUBLIC_PRG,false,0x00,0x00,,,,,,,,,,,,KEYBOARD
KBSC,CI_KEYBOARD_SEND_CTRL_CHARACTERS,Keyboard Send Control Characters,Specifies how keyboard interface transmits ASCII control characters to host,1,"[format=selection]
0x00=Send Ctrl+Key
0x01=Send Ctrl+Shift+Key 
0x02=Send Special function key
[ExtraOption=NotAvailableFor]
classes=2,3,4,5,8,9,10,11",,"When 00, ASCII characters between 00H and 1FH inclusive are transmitted in the format Ctrl+Key.
Special keys are available in the range from 81H to A1 when 01 the behaviours is the same but control keys are sent in the format Ctrl+shift+keys.
When 02  Send characters between 00H and 1FH according to special function-key mapping table (This is used to send keys that are not in normal ASCII set; a unique set is provided for each available scancode set)
Used by the keyboard wedge and USB keyboard interfaces.",PUBLIC_PRG,false,0x00,0x00,,,,,,,,,,,,KEYBOARD
BBFT,CI_BASE_BUTTON_FILTER_TIME,Base Button Time Pressure Delay,Specifies the time needed to manage events of the capacitive button on the Cradle.,1,"[format=selection]
0x00=0 second
0x01=1 second
0x02=2 seconds
0x03=3 seconds
0x04=4 seconds",,,INTERNAL,false,0x02,0x02,,,,,,,,,,,,BASE
DADS,CI_ARROWDWN_STRING,Set string for Arrow down key,Configure the string associated to the arrow down key.,16,"[format=ascii]
[PRG_ValueIncluded=false]",,String is terminated by the first null,PUBLIC_PRG,false,0x44776000000000000000000000000000,0x44776000000000000000000000000000,,,,,,,,,,,,ARROWDWN
DAUS,CI_ARROWUP_STRING,Set string for Arrow up key,Configure the string associated to the arrow up key.,16,"[format=ascii]
[PRG_ValueIncluded=false]",,String is terminated by the first null,PUBLIC_PRG,false,0x55700000000000000000000000000000,0x55700000000000000000000000000000,,,,,,,,,,,,ARROWUP
DIAC,CI_ARROWKEY_MODE,Arrow Keys Mode Selection,Configures the operative mode of the  Arrow Keys.,1,"[format=selection]
0x00=Shift Mode
0x01=String Mode",,,PUBLIC_PRG,false,0x00,0x00,,,,,,,,,,,,ARROWKEY
DIAR,CI_ARROWKEY_MODE_STRING_DEF,Arrow Keys Mode (4-key models only),"Configure the Arrow Keys functionality type. Two options are available:
Function Keys Action Select mode:
When in this mode, arrow keys are used to select one of the 3 possible actions associated to the Function Keys. To associate actions to the Function keys, see ""Configure Actions for Function keys"".
String Association Mode:
When in this mode, each one of the arrow keys can be programmed to display and transmit a pre-defined string, see ""Arrow Up String (4-key models only)"" ""Arrow Down String (4-key models only)"".",1,"[format=selection]
0x00=Function Keys Action Select mode
0x01=String Association Mode",,,PUBLIC_PRG,false,0x00,0x00,,,,,,,,,,,,ARROWKEY
DIBL,CI_DISPLAY_BACKLIGHT,Display Backlight,Enables/disables the keys backlight.,1,"[format=selection]
0x00=Off
0x03=On",,,PUBLIC_PRG,false,0x00,0x00,,,,,,,,,,,,DISPLAY
DICT,CI_DISPLAY_CONTRAST,Display Contrast,Sets the contrast of the display darker or lighter,1,"[format=range]
min=00
max=0x32
step=01
[PRG_ValueIncluded=false]",,,INTERNAL,false,0x10,0x10,,,,,,,,,,,,DISPLAY
DIFS,CI_DISPLAY_FONT_SIZE,Display Font Size,Specifies the font size used to show text on the display.,1,"[format=selection]
0x00=Small
0x01=Medium
0x02=Large",,,PUBLIC_PRG,false,0x00,0x00,,,,,,,,,,,,DISPLAY
DIMD,CI_DISPLAY_MODE,Display Mode,Specifies what is shown on the display when a barcode is read.,1,"[format=selection]
0x00=Normal
0x01=Local Echo
0x02=Clear Display After Decode",,"Local Echo: Display is cleared and the code is displayed.
Normal: No change, Display is not cleared.
Clear display after decode: Display is cleared",PUBLIC_PRG,false,0x01,0x01,,,,,,,,,,,,DISPLAY
DIOT,CI_DISPLAY_OFF_TIMEOUT,Display Off Timeout ( 1-99 sec. ),Specifies how long the display will remain on after a display write.,1,"[format=range]
min=01
max=0x63
step=01
[PRG_ValueIncluded=false]",,"Display is forced on after any display write OR key press OR after any reading phase OR trigger pull.
Display and backlight are turned off after this timeout expirations.
Value is multiplied by 1 sec step.",PUBLIC_PRG,false,0x08,0x08,,,,,,,,,,,,DISPLAY
DISM,CI_DISPLAY_SUBMODE,Display Operating Submode,"This feature allows the PowerScan 16K model to operate in one of two basic 
operative modes: 
Normal Mode: data entered, either on the keypad or read via barcode, is transmitted to the host once the enter key is pressed, following the configured formatting. 
Quantity/Code Mode: Can be further configured. See the next sections for Qty/Code operations.",1,"[format=selection]
0x00=Normal Mode
0x01=Qty|Code Mode",,,PUBLIC_PRG,false,0x00,0x00,,,,,,,,,,,,DISPLAY
DIST,CI_DISPLAY_LAST_CODE_SHOW_TOUT,Display Last Code Show Timeout (0-99 x 1 sec.),"After the CODE transmission, the last code read will be shown on the display for a configurable timeout (LAST CODE SHOWN TOUT)",1,"[format=range]
min=00
max=0x63
step=01
[PRG_ValueIncluded=false]",,,PUBLIC_PRG,false,0x02,0x02,,,,,,,,,,,,DISPLAY
DISW,CI_DISPLAY_SHOW_N_PRINTABLE,Display Control characters,Specify if ASCII under 0x20 has to be show or ignored.,1,"[format=selection]
0x00=Disable Displaying Control Characters
0x01=Enable Displaying Control Characters",,,PUBLIC_PRG,false,0x00,0x00,,,,,,,,,,,,DISPLAY
DITS,CI_DISPLAY_TIME_STAMPING_MODE,Time Stamping Mode,"Time Stamping Mode can be applied when entering data from either a barcode, from the keyboard, or both",1,"[format=selection]
0x00=Both barcode and keypad
0x01=Only from barcode
0x02=Only from keypad",,,PUBLIC_PRG,false,0x00,0x00,,,,,,,,,,,,DISPLAY
DLDE,CI_DISPLAY_LEGEND_ENABLE,Enable Display Legend,Enable disable Display legend,1,"[format=selection]
0x00=Hide display legend row
0x01=Show display legend row",,,PUBLIC_PRG,false,0x01,0x01,,,,,,,,,,,,DISPLAY
DMAS,CI_DISPLAY_HOST_MESSAGE_APPEND_STATE,Set the Display Append State for Host Message,define if host message on display has to be appended to previous or not.,1,"[format=selection]
0x00=Disable the Append State
0x01=Enable the Append State",,,PUBLIC_PRG,false,0x00,0x00,,,,,,,,,,,,DISPLAY
DTXF,CI_DATE_TX_FORMAT,Date transmission format,Sets the format of the date to be transmitted in attachment to the label,1,"[format=selection]
0x00= yyyy-mm-dd (ISO  8601).
0x01=yyyymmdd
0x02=mmddyyyy.
0x03=ddmmyyyy.",,,PUBLIC_PRG,false,0x00,0x00,,,,,,,,,,,,DATE
PWBH,CI_BARCODE_HEAD,Set Barcode Header,Sets the header for barcode and keyboard composed strings,16,"[format=ascii]
padding=00
min=0x00
max=0xFE
[PRG_ValueIncluded=false]",,,PUBLIC_PRG,false,0x00000000000000000000000000000000,0x00000000000000000000000000000000,,,,,,,,,,,,BARCODE
PWBT,CI_BARCODE_TERM,Set Barcode Terminator,Sets the terminator for barcode and keyboard composed strings.,16,"[format=ascii]
padding=00
min=0x00
max=0xFE
[PRG_ValueIncluded=false]",,,PUBLIC_PRG,false,0x00000000000000000000000000000000,0x00000000000000000000000000000000,,,,,,,,,,,,BARCODE
PWDF,CI_KEYBOARD_DATA_FORMAT,Keypad Data Format,"If this parameter is enabled, barcode and keyboard entered data can be formatted separately. More specifically: if this parameter is disabled, barcode and keyboard data will share the same Header and Terminator defined using ""Set Barcode Header"" and ""Set Barcode Terminator"" below. If this parameter is enabled, keyboard entered data are treated differently, as their format must be programmed through the parameters ""Set String Header"", ""Set String Terminator"", ""Set Key Sequence Header"" and ""Set Key Sequence Terminator"".",1,"[format=selection]
0x00=Disable
0x01=Enable",,,PUBLIC_PRG,false,0x00,0x00,,,,,,,,,,,,KEYBOARD
PWEA,CI_KEYBOARD_SET_STRING3,Set String 3,Configure the string 3,16,[format=ascii],,Value means the number of character.,PUBLIC_PRG,false,0x53330000000000000000000000000000,0x53330000000000000000000000000000,,,,,,,,,,,,KEYBOARD
PWEB,CI_KEYBOARD_STRING_ID,Set String ID,Sets the identifier of the predefined strings.,3,[format=ascii],,Value means the number of character.,PUBLIC_PRG,false,0x00,0x00,,,,,,,,,,,,KEYBOARD
PWEC,CI_KEYBOARD_KEYSEQ_ID,Set Keysequence ID,Sets the identifier of the sequence of the keys pressed.,3,[format=ascii],,Value means the number of character.,PUBLIC_PRG,false,0x00,0x00,,,,,,,,,,,,KEYBOARD
PWED,CI_KEYB_STRING_HEAD,Set String Header,Sets the header of the predefined strings.,16,[format=ascii],,Value means the number of character.,PUBLIC_PRG,false,0x00,0x00,,,,,,,,,,,,KEYB
PWEF,CI_KEYB_STRING_TERM,Set String Terminator,Sets the terminator of the predefined strings.,16,[format=ascii],,Value means the number of character.,PUBLIC_PRG,false,0x00,0x00,,,,,,,,,,,,KEYB
PWE1,CI_KEYB_KEYSEQ_HEAD,Set Keysequence Header,Sets the header of the sequence of keys.,16,[format=ascii],,Value means the number of character.,PUBLIC_PRG,false,0x00,0x00,,,,,,,,,,,,KEYB
PWEH,CI_KEYBOARD_QTY_SEND_MODE,Quantity Send Mode,"This feature defines the rules that will be used to send a QTY/CODE pair:
0. Code is transmitted with QTY field (and its predefined format) preceding CODE field (and its predefined format)
1. Code is transmitted with CODE field (and its predefined format) preceding QTY field (and its predefined format)
2. Code in CODE field is sent out for the number of times defined in the QTY field",1,"[format=selection]
0x00=Quantity and Code
0x01=Code and Quantity
0x02=Code (transmitted Quantity times)",,,PUBLIC_PRG,false,0x00,0x00,,,,,,,,,,,,KEYBOARD
