Name,CI_Master_Default_Eugene,CI_Master_Default_Bologna,CI_Class2_Default,CI_Class3_Default,CI_Class4_Default,CI_Class5_Default,CI_Class6_Default,CI_Class7_Default,CI_Class8_Default,CI_Class9_Default,CI_Class10_Default,CI_Class11_Default,CI_Class12_Default,CI_Class13_Default,CI_Class14_Default,CI_Class15_Default,CI_ValueOptions,CI_TagName
C8AI,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable
[ExtraOption=NotAvailableFor]
classes=11",CI_CODE128_AIM_ID_ENABLE
C7ID,0x244E00,0x244E00,,0x4E0000,,,,,,,,,,,,,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",CI_LABEL_ID_NW7_CODABAR
C7AI,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable
[ExtraOption=NotAvailableFor]
classes=11",CI_NW7_CODABAR_AIM_ID_ENABLE
C6ID,0x700000,0x700000,,,,,,,,,,,,,,,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",CI_LABEL_ID_CODE16K
C5MR,0x01,0x01,,,,,,,,,,,,,,,"[format=selection]
0x01=One Read
0x02=Two Reads
0x03=Three Reads
0x04=Four Reads
[PRG_ValueIncluded=false]",CI_CODE4_CODE5_MINIMUM_READ
C5ID,0x6A0000,0x6A0000,,,,,,,,,,,,,,,"[format=ascii]

[PRG_ValueIncluded=false]",CI_LABEL_ID_CODE5
C5HD,0x01,0x01,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_CODE5_HEX_TO_DEC_CONVERSION_ENABLE
C5EN,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable
[PRG_ValueIncluded=false]",CI_CODE5_ENABLE
C5DL,0x03,0x03,,,,,,,,,,,,,,,"[format=selection]
0x00=Disable
0x01=Level 1
0x02=Level 2
0x03=Level 3
0x04=Level 4
0x05=Level 5
[PRG_ValueIncluded=false]",CI_CODE4_CODE5_DECODING_LEVEL
C5DA,3,3,n.a.,n.a.,,n.a.,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,,,,"[format=range]
min=00
max=05
step=01
[PRG_ValueIncluded=false]",CI_CODE4_CODE5_DIGIT_AGGRESSIVENESS
C5CT,0x01,0x01,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_CODE5_CHECK_CHARACTER_TRANSMISSION
C5AI,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable
[ExtraOption=NotAvailableFor]
classes=11",CI_CODE5_AIM_ID_ENABLE
C4ID,0x710000,0x710000,,,,,,,,,,,,,,,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",CI_LABEL_ID_CODE49
C3ST,1,1,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_CODE39_STITCHING_ENABLE
C3SS,0x00,0x00,,,0x01,,,,,,,,,0x01,,,"[format=selection]
00=Disable
01=Enable",CI_CODE39_START_STOP_CHARACTER_TRANSMISSION
C3MR,0x02,0x02,,,,,,,,,,,,,,,"[format=range]
min=0x01
max=0x04
step=01
[PRG_ValueIncluded=false]",CI_CODE39_MINIMUM_READ
C3LO,0x00,0x00,,,,,,,,0x01,,,,,,,"[format=selection]
00=Small quiet zones on two sides
01=Small quiet zones on two sides
02=Quiet zones on two sides
03=Small quiet zones on two sides
04=Small quiet zones on two sides
05=Small quiet zones on two sides",CI_CODE39_QUIET_ZONE
C3LC,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Variable-length decoding
01=Fixed-length decoding",CI_CODE39_LENGTH_CONTROL
C3L2,0x32,0x32,,,,,,,,0x10,,,,,,,"[format=range]
min=00
max=0x32
step=01
[PRG_ValueIncluded=false]",CI_CODE39_LENGTH_2
C3L1,0x02,0x02,,,,,,,,0x08,,,,,,,"[format=range]
min=00
max=0x32
step=01
[PRG_ValueIncluded=false]",CI_CODE39_LENGTH_1
C3IR,0x04,0x04,,,,,,,,,,,,,,,"[format=range]
min=00
max=0x0A
step=01
[PRG_ValueIncluded=false]",CI_CODE39_INTERDIGIT_MAX_RATIO
C3ID,0x2A0000,0x560000,,0x4D0000,0x2A0000,0x2A2000,,,0x2A2000,0x4D0000,0x560000,,,0x2A0000,,,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",CI_LABEL_ID_CODE39
C3FA,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable Code39 Full-ASCII
01=Enable Code39 Full-ASCII",CI_CODE39_FULL_ASCII
C3EN,0x01,0x01,,,,,,,,0x00,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_CODE39_ENABLE
C3DL,0x03,0x03,,,,,,,,,,,,,,,"[format=range]
min=0x00
max=0x05
step=01
[PRG_ValueIncluded=false]",CI_CODE39_DECODING_LEVEL
C3DA,0x03,0x03,,,,,,,,0x01,,,,,,,"[format=range]
min=01
max=05
step=01
[PRG_ValueIncluded=false]",CI_CODE39_DIGIT_AGGRESSIVENESS
C3CT,0x01,0x01,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_CODE39_CHECK_CHARACTER_TRANSMISSION
C3CO,0,0,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_CODE39_CORRELATION_ENABLE
C3CC,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable Standard check
02=Enable Mod-7 check
04=Enable Italian Post check
08=Enable Daimler Chrysler check
[PRG_ValueIncluded=false]",CI_CODE39_CHECK_CHARACTER_CALCULATION
C3AI,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable
[ExtraOption=NotAvailableFor]
classes=11",CI_CODE39_AIM_ID_ENABLE
C2ID,0x680000,0x680000,,0x480000,,0x682000,,,0x682000,,,,,,,,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",CI_LABEL_ID_COMPRESSED_2OF5
C1ST,0,0,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_CODE11_STITCHING_ENABLE
C1MR,2,2,,,,,,,,,,,,,,,"[format=range]
min=01
max=04
step=01
[PRG_ValueIncluded=false]",CI_CODE11_MINIMUM_READ
C1LC,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Variable-length decoding
01=Fixed-length decoding",CI_CODE11_LENGTH_CONTROL
C1L2,0x32,0x32,,,,,,,,,,,,,,,"[format=range]
min=00
max=0x32
step=01
except=01
[PRG_ValueIncluded=false]",CI_CODE11_LENGTH_2
C1L1,0x04,0x04,,,,,,,,,,,,,,,"[format=range]
min=02
max=0x32
step=01
[PRG_ValueIncluded=false]",CI_CODE11_LENGTH_1
C1IR,0x04,0x04,,,,,,,,,,,,,,,"[format=range]
min=00
max=0x0A
step=01
[PRG_ValueIncluded=false]",CI_CODE11_INTERDIGIT_MAX_RATIO
C1ID,0x434500,0x620000,,,0x434500,,,,,,0x620000,,,0x434500,,,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",CI_LABEL_ID_CODE11
C1EN,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_CODE11_ENABLE
C1DL,3,3,,,,,,,,,,,,,,,"[format=range]
min=00
max=05
step=01
[PRG_ValueIncluded=false]",CI_CODE11_DECODING_LEVEL
C1DA,3,3,,,,,,,,,,,,,,,"[format=range]
min=01
max=05
step=01
[PRG_ValueIncluded=false]",CI_CODE11_DIGIT_AGGRESSIVENESS
C1CT,0x01,0x01,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_CODE11_CHECK_CHARACTER_TRANSMISSION
C1CO,0,0,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_CODE11_CORRELATION_ENABLE
C1CC,0x03,0x03,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=check C
02=check K
03=Check C and K",CI_CODE11_CHECK_CHARACTER_CALCULATION
C1AI,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable
[ExtraOption=NotAvailableFor]
classes=11",CI_CODE11_AIM_ID_ENABLE
BTTD,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
0x00=No Delay
0x05=50 millisec
0x0A=100 millisec
0x32=0.5 second
0x64=1 second
0xFA=2.5 seconds
[PRG_ValueIncluded=false]",CI_RF_BATCH_TX_DELAY
BTTA,0,0,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_BT_TX_ATOMIC
BTST,0x02,0x02,,,,,,,,,,,,,,,"[format=range]
min=00
max=0x63
step=01
[PRG_ValueIncluded=false]",CI_BT_SNIFF_TIMEOUT
BTSP,0,0,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_BT_SPP_MODE_ENABLE
BTSE,0,0,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Authentication and encryption enabled",CI_BT_SECURITY_MODE
BTRM,1,1,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_BT_RECONNECT_BY_TRIGGER
BTRI,0,0,,,,,,,,,,,,,,,"[format=selection]
00=Always
01=1 minute
02=5 minutes
03=30 minutes",CI_BT_RECONNECT_ATTEMPT
BTPT,0x19,0x19,,,,,,,,,,,,,,,"[format=range]
min=0x0A
max=0xFF",CI_BT_RFC_PROTOCOL_TIMEOUT
BTPS,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Select 4 Digits Pincode
01=Select 16 Digits Pincode",CI_BT_PINCODE_SELECT
BTPP,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
0x00=Class 1 - highest
0x01=Class 2
0x02=Class 3 - lowest",CI_BT_POWER_CLASS
BTPE,0,0,,,,,,,,,,,,,,,"[format=selection]
00=Disabled
01=Enable Multipoint with Host
02=Enable Multipoint with Base",CI_BT_PICONET_ENABLE
BTPC,0x31323334,0x31323334,,,,,,,,,,,,,,,"[format=ascii]
[ExtraOption=AladdinHiddenValue]",CI_BT_PIN_CODE
BTP6,0x31323334353637383930414243444546,0x31323334353637383930414243444546,,,,,,,,,,,,,,,"[format=ascii]
[ExtraOption=AladdinHiddenValue]",CI_BT_PIN_CODE_16
BTMS,7,7,,,,,,,,,,,,,,,"[format=range]
min=01
max=07
step=01",CI_BT_MAX_SLAVES
BTLT,0x02,0x02,,,,,,,,,,,,,,,"[format=range]
min=01
max=0x28
step=01
[PRG_ValueIncluded=false]",CI_BT_LINK_TIMEOUT
BTLB,0x00,0x00,,,,,,,,,,,,,,,"[format=range]
min=00
max=0xFF
step=01
[PRG_ValueIncluded=false]",CI_BT_LEASH_MODE_BEEP
BTHP,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Static
01=Variable",CI_BT_VARIABLE_PINCODE
BTHO,0,0,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_BT_HID_UNKNOWN_ASCII_CHAR
BTHK,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_BT_HID_ALT_MODE
BTFU,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_RF_AUTO_FLASH_UPDATE
BTFN,0x0000000000000000000000000000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000000000000000000000000000,,,,,,,,,,,,,,,"[format=ascii]

[PRG_ValueIncluded=false]",CI_BT_FRIENDLY_NAME
BTEP,1,1,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_RF_PAGING_ENABLE
BTEN,1,1,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_RF_RADIO_ENABLE
BTDL,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Standard Type of Linking
01=Direct Type of Linking",CI_RF_DIRECT_LINK_ENABLE
BTDB,0x01,0x01,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_BT_DISCONNECT_BEEP
BTCU,0x01,0x01,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_RF_AUTO_CONFIG_UPDATE
BTCM,1,1,,,,,,,,,,,,,,,"[format=selection]
00=Charger Disabled
01=Charger Enabled",CI_BT_BATTERY_CHARGE_MODE
BTCB,0x01,0x01,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_BT_CONNECT_BEEP
BTBV,0x02,0x02,,,,,,,,,,,,,,,"[format=selection]
00=Low
01=Medium
02=High",CI_RF_BEEP_VOLUME
BTBM,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable Auto mode
02=Enable manual mode",CI_RF_BATCH_MODE
BTBF,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Low
01=Medium
02=High",CI_RF_BEEP_FREQUENCY
BTBD,0x08,0x08,,,,,,,,,,,,,,,"[format=range]
min=01
max=0xFF
step=01
[PRG_ValueIncluded=false]",CI_RF_BEEP_DURATION
BTAT,0x00,0x00,,,,,,,,,,,,,,,"[format=range]
min=00
max=0xFF
step=01
[PRG_ValueIncluded=false]",CI_BT_ACK_TIMEOUT
BTAS,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Do not include source-radio ID
01=Include source-radio ID as prefix",CI_RF_ADDRESS_STAMPING
BTAD,0x00,0x00,,,,,,,,,,,,,,,"[format=ascii]
[PRG_ValueIncluded=false]",CI_RF_ADDRESS_STAMPING_DELIMITER
BTAB,0x01,0x01,,,,,,,,,,,,,,,"[format=selection]
00=ACK Beep Disable
01=ACK Beep enabled",CI_RF_ACK_BEEP
BPVS,1,1,,,,,,,,,,,,,,,"[format=selection]
00= Disable
01=Enable",CI_VIRTUAL_STAND_BEEP
BPVO,0x03,0x03,,,,,,,,,,,,,,,"[format=selection]
00=Beep OFF
01=Low volume
02=Medium volume
03=High volume",CI_GOOD_READ_BEEP_VOLUME
BPTY,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Mono tone beep
01=Bitonal beep",CI_GOOD_READ_BEEP_TYPE
BPPU,0x01,0x01,,,,,,,,,,,,,,,"[format=selection]
00=No indication
01=Power-up beep",CI_POWERUP_BEEP_ENABLE
BPNF,0x01,0x01,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable
[ExtraOption=NotAvailableFor]
classes=5,9,11",CI_BEEP_ON_NOT_ON_FILE
BPLE,0x08,0x08,,,,,,,,,,,,,,,"[format=range]
min=01
max=0xFF
step=01
[PRG_ValueIncluded=false]",CI_GOOD_READ_BEEP_LENGTH
BPIN,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=After decode
01=After transmit
02=After CTS goes inactive then active",CI_GOOD_READ_WHEN_TO_INDICATE
BPIC,0,0,,,,,,,,,,,,,,,"[format=selection]
00=Illumination off during beep
01=Illumination and beep are independently controlled",CI_BEEPER_ILLUMINATION_CONTROL
BPFR,0x01,0x01,,,,,,,,,,,,,,,"[format=selection]
00=Low
01=Medium
02=High",CI_GOOD_READ_BEEP_FREQUENCY
BCMR,1,1,,,,,,,,,,,,,,,"[format=range]
min=01
max=04
step=01
[PRG_ValueIncluded=false]",CI_BC412_MINIMUM_READ
BCLC,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Variable-length decoding
01=Fixed-length decoding",CI_BC412_LENGTH_CONTROL
BCL2,0x32,0x32,,,,,,,,,,,,,,,"[format=range]
min=00
max=0x32
step=01
[PRG_ValueIncluded=false]",CI_BC412_LENGTH_2
BCL1,0x01,0x01,,,,,,,,,,,,,,,"[format=range]
min=01
max=0x32
step=01
[PRG_ValueIncluded=false]",CI_BC412_LENGTH_1
BCID,0x390000,0x390000,,,,0x392000,,,0x392000,,,,,,,,"[format=ascii]

[PRG_ValueIncluded=false]",CI_LABEL_ID_BC412
BCEN,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_BC412_ENABLE
BCDL,3,3,,,,,,,,,,,,,,,"[format=range]
min=00
max=05
step=01
[PRG_ValueIncluded=false]",CI_BC412_DECODING_LEVEL
BCDA,3,3,,,,,,,,,,,,,,,"[format=range]
min=01
max=05
step=01
[PRG_ValueIncluded=false]",CI_BC412_DIGIT_AGGRESSIVENESS
BCCT,0x01,0x01,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_BC412_CHECK_CHARACTER_TRANSMISSION
BCCC,0x01,0x01,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_BC412_CHECK_CHARACTER_CALCULATION
BCAI,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable
[ExtraOption=NotAvailableFor]
classes=11",CI_BC412_AIM_ID_ENABLE
BBEN,0x01,0x01,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_BASE_BUTTON_ENABLE
AZMF,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_AZTEC_MULTIFRAME_ENABLE
AZLC,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Variable-length decoding
01=Fixed-length decoding",CI_AZTEC_LENGTH_CONTROL
AZL2,0x0EF8,0x0EF8,,,,,,,,,,,,,,,"[format=range]
min=0000
max=0x0EF8
step=01
[PRG_ValueIncluded=false]",CI_AZTEC_LENGTH_2
AZL1,0x0001,0x0001,,,,,,,,,,,,,,,"[format=range]
min=01
max=0x0EF8
step=01
[PRG_ValueIncluded=false]",CI_AZTEC_LENGTH_1
AZID,0x417A00,0x210000,,0x560000,0x500000,,,,,,0x210000,,,0x500000,,,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",CI_LABEL_ID_AZTEC
AZEN,0x01,0x01,,,0x00,,,,,,,0x00,,0x00,,,"[format=selection]
00=Disable
01=Enable",CI_AZTEC_ENABLE
AZAI,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable
[ExtraOption=NotAvailableFor]
classes=11",CI_AZTEC_AIM_ID_ENABLE
AUAI,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable
[ExtraOption=NotAvailableFor]
classes=11",CI_UPCA_COMPOSITE_AIM_ID_ENABLE
APAI,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable
[ExtraOption=NotAvailableFor]
classes=11",CI_ANKER_PLESSEY_AIM_ID_ENABLE
AMID,0x410000,0x244800,,,0x410000,,,,,,0x244800,,,0x410000,,,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",CI_LABEL_ID_UPCA_COMPOSITE
ALID,0x6F0000,0x6F0000,,,,,,,,,,,,,,,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]
[ExtraOption=NotAvailableFor]
classes=5,11",CI_LABEL_ID_ANKER_PLESSEY
AIEN,0x00,0x00,,,,,,,0x01,,,,,,,,"[format=selection]
00=Disable
01=Enable
[ExtraOption=NotAvailableFor]
classes=5,11",CI_ALL_AIM_ID_ENABLE
AFEN,1,1,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_AUTO_FOCUS_ENABLE
ADUT,0x00,0x00,,,,,,,,,,,,,,,"[format=range]
min=00
max=0x1E
step=01
[PRG_ValueIncluded=false]",CI_UCC_OPTIONAL_ADDON_TIMER
ADOT,0x07,0x07,,,,,,,,,,,,,,,"[format=range]
min=00
max=0x1E
step=01
[PRG_ValueIncluded=false]",CI_OPTIONAL_ADDON_TIMER
ADO8,0,0,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_ENABLE_OPTIONAL_P8
ADO5,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_ENABLE_OPTIONAL_P5
ADO2,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_ENABLE_OPTIONAL_P2
ADM8,1,1,,,,,,,,,,,,,,,"[format=range]
min=01
max=04
step=01
[PRG_ValueIncluded=false]",CI_CODE128_ADDON_MINIMUM_READ
ADM5,0x01,0x01,,,,,,,,,,,,,,,"[format=range]
min=0x01
max=0x04
step=01
[PRG_ValueIncluded=false]",CI_P5_ADDON_MINIMUM_READ
ADM2,0x02,0x02,,,,,,,,,,,,,,,"[format=range]
min=0x01
max=0x04
step=01
[PRG_ValueIncluded=false]",CI_P2_ADDON_MINIMUM_READ
ADC4,0x9780,0x9780,,,,,,,,,,,,,,,,CI_CONDITIONAL_ADDON_CONTROL_4
ADC3,0x9770,0x9770,,,,,,,,,,,,,,,,CI_CONDITIONAL_ADDON_CONTROL_3
ADC2,0x3790,0x3790,,,,,,,,,,,,,,,,CI_CONDITIONAL_ADDON_CONTROL_2
ADC1,0x3780,0x3780,,,,,,,,0x4918,,,,,,,,CI_CONDITIONAL_ADDON_CONTROL_1
ACID,0x530000,0x530000,,0x4E0000,,,,,,,,,,,,,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",CI_LABEL_ID_ABC_CODABAR
ACAI,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable
[ExtraOption=NotAvailableFor]
classes=11",CI_ABC_CODABAR_AIM_ID_ENABLE
ABNS,0x01,0x01,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_UPCA_NUMBER_SYSTEM_CHARACTER_TRANSMISSION
ABMR,0x01,0x01,,,,,,,,,,,,,,,"[format=range]
min=0x01
max=0x04
step=01
[PRG_ValueIncluded=false]",CI_UPCA_MINIMUM_READ
ABID,0x410000,0x430000,,,0x410000,0x412000,,,0x412000,0x410000,0x430000,,,0x410000,,,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",CI_LABEL_ID_UPCA
ABEN,0x01,0x01,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_UPCA_ENABLE
ABCT,0x01,0x01,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_UPCA_CHECK_CHARACTER_TRANSMISSION
ABAI,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable
[ExtraOption=NotAvailableFor]
classes=11",CI_UPCA_AIM_ID_ENABLE
AB3B,0x00,0x00,,0x01,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_EXPAND_UPCA_TO_EAN13
AB2D,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_UCC_UPCA_2D_COMPONENT_ENABLE
A8ID,0x410000,0x510000,0x410000,0x410000,,,0x410000,,,,0x510000,,,,,,"[format=ascii]

[PRG_ValueIncluded=false]",CI_LABEL_ID_UPCA_P8
A8AI,0,0,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_UPCA_P8_AIM_ID_ENABLE
A5ID,0x410000,0x470000,,,0x410000,0x412000,,,0x412000,0x412000,0x470000,,,0x410000,,,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",CI_LABEL_ID_UPCA_P5
A5AI,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable
[ExtraOption=NotAvailableFor]
classes=11",CI_UPCA_P5_AIM_ID_ENABLE
A2ID,0x410000,0x460000,,,0x410000,0x412000,,,0x412000,0x412000,0x460000,,,0x410000,,,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",CI_LABEL_ID_UPCA_P2
A2AI,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable
[ExtraOption=NotAvailableFor]
classes=11",CI_UPCA_P2_AIM_ID_ENABLE
8MID,0x464600,0x244700,,0x420000,0x464600,,,,,,0x244700,,,0x464600,,,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",CI_LABEL_ID_EAN8_COMPOSITE
8CAI,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable
[ExtraOption=NotAvailableFor]
classes=11",CI_EAN8_COMPOSITE_AIM_ID_ENABLE
8BSU,0,0,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_EAN8_STITCH_UNLIKE_LABEL_HALVES
8BSE,0,0,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_EAN8_STITCH_EXACT_LABEL_HALVES
8BSB,0x08,0x08,,,,,,,,,,,,,,,"[format=range]
min=0x05
max=0x0F
step=01
[PRG_ValueIncluded=false]",CI_EAN8_MINIMUM_SEGMENT_LENGTH_BLOCK
8BMR,0x01,0x01,,,,,,,,,,,,,,,"[format=range]
min=0x01
max=0x04
step=01
[PRG_ValueIncluded=false]",CI_EAN8_MINIMUM_READ
8BID,0x464600,0x410000,,0x420000,0x464600,,,,,,0x410000,,,0x464600,,,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",CI_LABEL_ID_EAN8
8BGS,1,1,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_EAN8_GUARD_SUBSTITUTION
8BGI,0,0,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_EAN8_GUARD_INSERTION
8BG2,0,0,,,,,,,,,,,,,,,"[format=selection]
00=disable
01=enable",CI_EAN8_BOTH_GUARDS_SUBSTITUTION
8BEN,0x01,0x01,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_EAN8_ENABLE
8BCT,0x01,0x01,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_EAN8_CHECK_CHARACTER_TRANSMISSION
8BAI,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable
[ExtraOption=NotAvailableFor]
classes=11",CI_EAN8_AIM_ID_ENABLE
8B3B,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_EXPAND_EAN8_TO_EAN13
8B2D,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_UCC_EAN8_2D_COMPONENT_ENABLE
88ID,0x464600,0x2A0000,0x464600,0x420000,,,0x464600,,,,0x2A0000,,,,,,"[format=ascii]

[PRG_ValueIncluded=false]",CI_LABEL_ID_EAN8_P8
88AI,0,0,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_EAN8_P8_AIM_ID_ENABLE
85ID,0x464600,0x4B0000,,0x420000,0x464600,,,,,,0x4B0000,,,0x464600,,,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",CI_LABEL_ID_EAN8_P5
85AI,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable
[ExtraOption=NotAvailableFor]
classes=11",CI_EAN8_P5_AIM_ID_ENABLE
82ID,0x464600,0x4A0000,,0x420000,0x464600,,,,,,0x4A0000,,,0x464600,,,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",CI_LABEL_ID_EAN8_P2
82AI,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable
[ExtraOption=NotAvailableFor]
classes=11",CI_EAN8_P2_AIM_ID_ENABLE
4CID,0x523400,0x630000,,0x450000,0x523400,,,,,,0x523400,,,0x523400,,,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",CI_LABEL_ID_RSS_14_COMPOSITE
4CAI,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable
[ExtraOption=NotAvailableFor]
classes=11",CI_RSS_14_COMPOSITE_AIM_ID_ENABLE
4BU8,0x00,0x00,,,,,,,,,,,,,,,"[format=selection]
00=Disable
01=Enable",CI_RSS_14_EAN128_EMULATION
4BMR,1,1,,,,,,,,,,,,,,,"[format=range]
min=01
max=04
step=01
[PRG_ValueIncluded=false]",CI_DATABAR_14_MINIMUM_READ
4BID,0x523400,0x750000,,0x450000,0x523400,,,,,0x520000,0x750000,,,0x523400,,,"[format=ascii]
padding=00
[PRG_ValueIncluded=false]",CI_LABEL_ID_RSS_14
